nSeq;I1;I2;O1;O2;A5;A6
13;0;0;0;0;625;68
14;0;0;0;0;630;68
15;0;0;0;0;626;68
0;0;0;0;0;622;68
1;0;0;0;0;626;68
2;0;0;0;0;630;67
3;0;0;0;0;625;67
4;0;0;0;0;621;68
5;0;0;0;0;625;68
6;0;0;0;0;629;67
7;0;0;0;0;626;67
8;0;0;0;0;622;67
9;0;0;0;0;626;67
10;0;0;0;0;629;68
11;0;0;0;0;626;68
12;0;0;0;0;622;67
13;0;0;0;0;625;68
14;0;0;0;0;629;67
15;0;0;0;0;626;67
0;0;0;0;0;621;68
1;0;0;0;0;625;68
2;0;0;0;0;630;67
3;0;0;0;0;625;68
4;0;0;0;0;622;67
5;0;0;0;0;625;68
6;0;0;0;0;630;67
